,pospair,negpair
11997,*MOT: to the what ?	*CHI: here's golf club .,*MOT: to the what ?	*CHI: I might be crying .
11998,*MOT: where are the rest of the pirates ?	*CHI: he's in here .,*MOT: where are the rest of the pirates ?	*CHI: and this one here .
11999,*MOT: what should we do ?	*CHI: play with these .,*MOT: what should we do ?	*CHI: what is that ?
12000,*MOT: yeah give me that tomato and cheese .	*CHI: you love it ?,*MOT: yeah give me that tomato and cheese .	*CHI: hug hug hug .
12001,*MOT: do you like my hat ?	*CHI: let's go in the airplane .,*MOT: do you like my hat ?	*CHI: I need the sharper side .
12002,*MOT: he's got cookies ?	*CHI: yeah for Cookie Monster .,*MOT: he's got cookies ?	*CHI: go back in there .
12003,*MOT: oh what is it ?	*CHI: stick it's stick .,*MOT: oh what is it ?	*CHI: I will show you .
12004,*MOT: I'll get a tissue .	*CHI: can I play with my trainset ?,*MOT: I'll get a tissue .	*CHI: now I'm ready to draw .
12005,*MOT: where is it ?	*CHI: it's in there .,*MOT: where is it ?	*CHI: didn't go on .
12006,*MOT: can I have a blue bit please ?	*CHI: you've had some .,*MOT: can I have a blue bit please ?	*CHI: ladys and gentlemen .
12007,*MOT: she fell over !	*CHI: there you go .,*MOT: she fell over !	*CHI: no blue wheels .
12008,*MOT: so we could feed the ducks .	*CHI: because they're hungry ?,*MOT: so we could feed the ducks .	*CHI: no I want to .
12009,*MOT: can you put some more blocks on your truck ?	*CHI: go in the digger .,*MOT: can you put some more blocks on your truck ?	*CHI: it's fine Mom .
12010,"*MOT: they're all red , aren't they ?	*CHI: h the digger truck .","*MOT: they're all red , aren't they ?	*CHI: was it naughty Fraser ?"
12011,*MOT: what's happened to that tower ?	*CHI: do it again .,*MOT: what's happened to that tower ?	*CHI: and this one .
12012,*MOT: do you know what animal that is ?	*CHI: the trailer back .,*MOT: do you know what animal that is ?	*CHI: here you are .
12013,*MOT: does that taste nice ?	*CHI: Anna a leg .,*MOT: does that taste nice ?	*CHI: afraid a doggies .
12014,"*MOT: fit together , do they ?	*CHI: wheels having ride .","*MOT: fit together , do they ?	*CHI: you am done ?"
12015,*MOT: what kind of bird is that ?	*CHI: birdie birdie birdie birdie .,*MOT: what kind of bird is that ?	*CHI: Mama make it again ?
12016,*MOT: what is it ?	*CHI: chewy chewy chewy .,*MOT: what is it ?	*CHI: he's getting soaking wet .
12017,"*MOT: who is it ?	*CHI: Postman Pat , .",*MOT: who is it ?	*CHI: it does look .
12018,*MOT: give me yours .	*CHI: are you a good kind girl ?,*MOT: give me yours .	*CHI: I know where the controller is .
12019,*MOT: what are they ?	*CHI: more Robber Reds .,*MOT: what are they ?	*CHI: oh no it .
12020,*MOT: you've got a what ?	*CHI: Robber Red my name .,*MOT: you've got a what ?	*CHI: I do not know .
12021,*MOT: why is it a bad tiger ?	*CHI: because it's in the story .,*MOT: why is it a bad tiger ?	*CHI: it's going to fire people .
12022,*MOT: are you stuck for ideas now ?	*CHI: going build another house .,*MOT: are you stuck for ideas now ?	*CHI: I don't know .
12023,*MOT: why are you building another house ?	*CHI: because this not one my like .,*MOT: why are you building another house ?	*CHI: I want to play with these .
12024,*MOT: where's she going ?	*CHI: to mass with me .,*MOT: where's she going ?	*CHI: but where is it ?
12025,*MOT: and what happened ?	*CHI: I do not want you talking .,*MOT: and what happened ?	*CHI: another one in the right way .
12026,*MOT: what have we done today ?	*CHI: eating the toast .,*MOT: what have we done today ?	*CHI: with her magic .
12027,*MOT: would you like some cheese on your sausage roll ?	*CHI: no eating that .,*MOT: would you like some cheese on your sausage roll ?	*CHI: there you go .
12028,*MOT: what else is on the beaker ?	*CHI: lot of numbers .,*MOT: what else is on the beaker ?	*CHI: have a sleep .
12029,*MOT: what are you pointing too ?	*CHI: putting that one .,*MOT: what are you pointing too ?	*CHI: there door there .
12030,*MOT: is he not going to dance anymore ?	*CHI: big teeth gone .,*MOT: is he not going to dance anymore ?	*CHI: on my bicycle ?
12031,*MOT: one shoe missing ?	*CHI: piece fall over .,*MOT: one shoe missing ?	*CHI: put in there .
12032,*MOT: sit up and concentrate please .	*CHI: a win's a kind of board ?,*MOT: sit up and concentrate please .	*CHI: now toss it into the air .
12033,*MOT: want to talk about that ?	*CHI: I went sledding with Dana .,*MOT: want to talk about that ?	*CHI: feed flies I know what it is .
12034,*MOT: how did you go down the hill ?	*CHI: I went that way .,*MOT: how did you go down the hill ?	*CHI: those are for marbles .
12035,*MOT: on the floor .	*CHI: is this it ?,*MOT: on the floor .	*CHI: a big stick .
12036,"*MOT: what are we learning about today ?	*CHI: no, she is .",*MOT: what are we learning about today ?	*CHI: she'll be three .
12037,*MOT: can you find another curvy one ?	*CHI: that onens goes right here I think .,*MOT: can you find another curvy one ?	*CHI: don't wipe it on Jwww's coat .
12038,*MOT: and what colors are the cups ?	*CHI: green yellow blue red !,*MOT: and what colors are the cups ?	*CHI: yeah bless you baby .
12039,*MOT: are you getting fresh ?	*CHI: where does that go .,*MOT: are you getting fresh ?	*CHI: going in the basket .
12040,*MOT: where is he now ?	*CHI: not here I think .,"*MOT: where is he now ?	*CHI: uhoh, Laura down ."
12041,"*MOT: loading up Sue's rubbish ?	*CHI: hello , bin men .",*MOT: loading up Sue's rubbish ?	*CHI: it's too small .
12042,*MOT: you playing with your toys on the window ledge ?	*CHI: a see a Purdie .,*MOT: you playing with your toys on the window ledge ?	*CHI: it's a elephant .
12043,*MOT: what are you saying to Purdie ?	*CHI: like a carrot .,*MOT: what are you saying to Purdie ?	*CHI: I love you .
12044,*MOT: what's the matter ?	*CHI: not got rubbish bags .,*MOT: what's the matter ?	*CHI: I don't know .
12045,*MOT: who has got your rubbish bags ?	*CHI: oh here it is .,*MOT: who has got your rubbish bags ?	*CHI: clean your new pipe .
12046,*MOT: and where's it carrying all the letters ?	*CHI: going to Auntie Mabel .,*MOT: and where's it carrying all the letters ?	*CHI: I don't know .
12047,*MOT: who's very poorly ?	*CHI: a Bertie a bus .,*MOT: who's very poorly ?	*CHI: I want garbage truck .
12048,"*MOT: where did he break down , Thomas ?	*CHI: a middle a puddle .","*MOT: where did he break down , Thomas ?	*CHI: I am being good ."
12049,*MOT: a big lorry came ?	*CHI: called Thomas driver .,*MOT: a big lorry came ?	*CHI: swing swing swing .
12050,*MOT: lots of pictures of Thomas .	*CHI: a Bertie a bus ?,*MOT: lots of pictures of Thomas .	*CHI: right on the tv .
12051,*MOT: is Bertie smiling ?	*CHI: have a letter .,*MOT: is Bertie smiling ?	*CHI: what is that ?
12052,*MOT: you think he's naughty ?	*CHI: a shaking it .,*MOT: you think he's naughty ?	*CHI: yes it is .
12053,*MOT: what do you think is in this shed ?	*CHI: a got the digger .,*MOT: what do you think is in this shed ?	*CHI: I can get it .
12054,*MOT: another door open it ?	*CHI: oh no a fireman .,*MOT: another door open it ?	*CHI: no they push saw .
12055,*MOT: is he waving ?	*CHI: not go in .,*MOT: is he waving ?	*CHI: t for train .
12056,"*MOT: yes, you're cname .	*CHI: what was her name ?","*MOT: yes, you're cname .	*CHI: have a good trip ."
12057,*MOT: that looks great .	*CHI: does your baby want some ?,*MOT: that looks great .	*CHI: is it the purple one ?
12058,*MOT: going to take his ?	*CHI: now it's ramen time .,*MOT: going to take his ?	*CHI: they have to go that way .
12059,*MOT: you're going to get it out ?	*CHI: she's a big girl .,*MOT: you're going to get it out ?	*CHI: of October no but ago .
12060,*MOT: want to kick it ?	*CHI: put this down .,*MOT: want to kick it ?	*CHI: my toes are .
12061,*MOT: what does this look like ?	*CHI: a apple pie .,*MOT: what does this look like ?	*CHI: yeah please try .
12062,*MOT: no it's this pocket .	*CHI: do you want to put it in here ?,*MOT: no it's this pocket .	*CHI: I'm drawing lots logs in the basket .
12063,*MOT: you pop some bricks on there .	*CHI: where does this go ?,*MOT: you pop some bricks on there .	*CHI: is it hurting me ?
12064,"*MOT: well we'll wait til it stops , shall we ?	*CHI: no it's still snowing .","*MOT: well we'll wait til it stops , shall we ?	*CHI: what's this , Mummy ?"
12065,*MOT: I've got lots .	*CHI: is that mine ?,*MOT: I've got lots .	*CHI: mummy play animals .
12066,*MOT: all day or now ?	*CHI: I don't have a headache .,*MOT: all day or now ?	*CHI: that one will make a mess .
12067,"*MOT: hm, what's in there ?	*CHI: I open it .","*MOT: hm, what's in there ?	*CHI: eat the sweeties ."
12068,*MOT: what can you see in the kitchen cupboard ?	*CHI: he can't reach .,*MOT: what can you see in the kitchen cupboard ?	*CHI: can't move this .
12069,*MOT: well what's mousie doing ?	*CHI: he's creeping out again .,*MOT: well what's mousie doing ?	*CHI: I don't want this one .
12070,*MOT: and what did you have ?	*CHI: cheese on toast .,*MOT: and what did you have ?	*CHI: look at that .
12071,*MOT: are you going to sing something ?	*CHI: it willn't turn round .,*MOT: are you going to sing something ?	*CHI: I don't know balloons .
12072,*MOT: that's the way the money goes .	*CHI: you don't like germs ?,*MOT: that's the way the money goes .	*CHI: the these two girls lead .
12073,*MOT: what's in that bowl ?	*CHI: I go cover his dinner up .,*MOT: what's in that bowl ?	*CHI: no they don't drink water .
12074,*MOT: what color are they ?	*CHI: dolly willn't talk .,*MOT: what color are they ?	*CHI: what's that for ?
12075,*MOT: shall we play with the lego and the animals ?	*CHI: panda's go jump in that there .,*MOT: shall we play with the lego and the animals ?	*CHI: oh that's the captain's room .
12076,*MOT: why are you taking it away from me ?	*CHI: I go build a house for panda .,*MOT: why are you taking it away from me ?	*CHI: do you want two plasters on ?
12077,*MOT: have you missed anything ?	*CHI: that's a gold one up there .,*MOT: have you missed anything ?	*CHI: this is Zoe and this is Claire .
12078,*MOT: has he got ?	*CHI: he's go eat panda up .,*MOT: has he got ?	*CHI: momma can we buy this horse ?
12079,*MOT: can't I build a lion house ?	*CHI: the lions go in .,*MOT: can't I build a lion house ?	*CHI: I have ice cream .
12080,*MOT: do you like orange juice ?	*CHI: this is the wrong one .,*MOT: do you like orange juice ?	*CHI: I don't want this .
12081,*MOT: what're you going to do now ?	*CHI: Gordon James bridge .,*MOT: what're you going to do now ?	*CHI: just a little .
12082,"*MOT: what color is it ?	*CHI: sit down , Mummy .",*MOT: what color is it ?	*CHI: Purdie's a crocodile .
12083,"*MOT: get off what ?	*CHI: please , Mummy .",*MOT: get off what ?	*CHI: no mommy pop .
12084,*MOT: on the front of the train ?	*CHI: no no no .,*MOT: on the front of the train ?	*CHI: bit of soap .
12085,*MOT: who gave you these ?	*CHI: I don't know .,*MOT: who gave you these ?	*CHI: and a Mummy comes .
12086,*MOT: who came to your birthday ?	*CHI: I don't know !,*MOT: who came to your birthday ?	*CHI: was the top on ?
12087,*MOT: which ones do you want ?	*CHI: that and that .,*MOT: which ones do you want ?	*CHI: www www www .
12088,"*MOT: what , Helen ?	*CHI: I'm talking like that daddy .","*MOT: what , Helen ?	*CHI: to mix into the new oranges ?"
12089,*MOT: where is it ?	*CHI: then rains after the sunshine .,*MOT: where is it ?	*CHI: what is he going to do ?
12090,*MOT: okay put it there then .	*CHI: who's give me this one ?,*MOT: okay put it there then .	*CHI: because she doesn't want it .
12091,*MOT: what is that ?	*CHI: it's a butterfly !,*MOT: what is that ?	*CHI: I don't know .
12092,*MOT: what is that ?	*CHI: it's a baby yyy .,*MOT: what is that ?	*CHI: go and get it then .
12093,*MOT: there's trees yeah .	*CHI: I put em down ?,*MOT: there's trees yeah .	*CHI: I'll be careful .
12094,*MOT: do you see any ?	*CHI: there's cows in there .,*MOT: do you see any ?	*CHI: okay I'll do it .
12095,*MOT: is he walking ?	*CHI: he's on the dolphin .,*MOT: is he walking ?	*CHI: look it he's skinny .
12096,*MOT: what is it ?	*CHI: it's a cat !,*MOT: what is it ?	*CHI: oh yeah Evan !
12097,*MOT: can you tell me ?	*CHI: yellow green blue blue blue .,*MOT: can you tell me ?	*CHI: but they did hard ones .
12098,*MOT: why would you say that ?	*CHI: because it's a joke .,*MOT: why would you say that ?	*CHI: that a totem pole .
12099,*MOT: what makes you think she's a grandma though ?	*CHI: stop I'm trying to sleep .,*MOT: what makes you think she's a grandma though ?	*CHI: she likes my mancha juice .
12100,"*MOT: and the- I'm going to look at a book with um another person .	*CHI: can I, can I play ?",*MOT: and the- I'm going to look at a book with um another person .	*CHI: he's going for a swim .
12101,*MOT: look at that !	*CHI: what is this ?,*MOT: look at that !	*CHI: a real one .
12102,*MOT: high u- high up .	*CHI: what is it ?,*MOT: high u- high up .	*CHI: a boy again .
12103,*MOT: what's it doing ?	*CHI: maybe that's his food .,*MOT: what's it doing ?	*CHI: do you like my ponytail ?
12104,*MOT: honey let's look .	*CHI: he is move backwards !,*MOT: honey let's look .	*CHI: pigs in the ba .
12105,*MOT: well what do you think it is ?	*CHI: I don't know .,*MOT: well what do you think it is ?	*CHI: I not going in .
12106,*MOT: yeah what do you think that is ?	*CHI: um tell me .,*MOT: yeah what do you think that is ?	*CHI: more pee pee .
12107,*MOT: I don't know .	*CHI: where is the food ?,*MOT: I don't know .	*CHI: I still see it .
12108,*MOT: and I see something very important .	*CHI: mom where's where's some more toys ?,*MOT: and I see something very important .	*CHI: it's ring a bell in a shop .
12109,*MOT: that's probably a pretty good guess .	*CHI: hello hello hello hello hello !,*MOT: that's probably a pretty good guess .	*CHI: it's not coming out .
12110,*MOT: got a itch ?	*CHI: he's biting his fingers .,*MOT: got a itch ?	*CHI: I'll put them on .
12111,*MOT: what does it look like ?	*CHI: um a reindeer !,*MOT: what does it look like ?	*CHI: here they come .
12112,*MOT: let's figure it out .	*CHI: what's that thing ?,*MOT: let's figure it out .	*CHI: I don't know .
12113,*MOT: you think it stops by itself ?	*CHI: I want different thing .,*MOT: you think it stops by itself ?	*CHI: that from my desk .
12114,*MOT: that's a big fat fox .	*CHI: why does the pig why did the pig is not in the farm ?,*MOT: that's a big fat fox .	*CHI: I'm going to sit on you because you're nice and soft .
12115,*MOT: someone you can't see .	*CHI: look out look out !,*MOT: someone you can't see .	*CHI: look he's crying .
12116,*MOT: what happened to it ?	*CHI: and here and here .,*MOT: what happened to it ?	*CHI: and where another one ?
12117,*MOT: what's a troller ?	*CHI: it means your flowers .,*MOT: what's a troller ?	*CHI: I take it out .
12118,*MOT: I'm not talking to you when you talk like that .	*CHI: lilac or white ?,*MOT: I'm not talking to you when you talk like that .	*CHI: that's a big rhinoceros .
12119,*MOT: I'll show you .	*CHI: is that my name ?,*MOT: I'll show you .	*CHI: John ride a digger .
12120,*MOT: making a plait for you .	*CHI: like to put in my hair ?,*MOT: making a plait for you .	*CHI: Rachel's at Becca's home .
12121,*MOT: are you being a mummy now ?	*CHI: go in your bedroom .,*MOT: are you being a mummy now ?	*CHI: that's for Snoopy .
12122,*MOT: you're a dafty !	*CHI: get on your naughty chair .,*MOT: you're a dafty !	*CHI: because not play a food .
12123,*MOT: there you go .	*CHI: can I take that to nursery ?,*MOT: there you go .	*CHI: it pretend to be my doll .
12124,*MOT: he flew away .	*CHI: x you see that ?,*MOT: he flew away .	*CHI: will you carry me ?
12125,*MOT: which songs did you sing ?	*CHI: Warren fall down .,*MOT: which songs did you sing ?	*CHI: can I see ?
12126,*MOT: have you got more teeth growing ?	*CHI: there's Henry coming out .,*MOT: have you got more teeth growing ?	*CHI: and you're so long .
12127,*MOT: who's going on the road ?	*CHI: make silly roads .,*MOT: who's going on the road ?	*CHI: the same side ?
12128,*MOT: are you a good boy ?	*CHI: and my Land Rover .,*MOT: are you a good boy ?	*CHI: you don't want it .
12129,*MOT: a whatie tower .	*CHI: where baby tiger gone ?,*MOT: a whatie tower .	*CHI: oh Fraser a done ?
12130,*MOT: where's the train ?	*CHI: break it up .,*MOT: where's the train ?	*CHI: I want to .
12131,*MOT: how many have you got now ?	*CHI: one three four five .,*MOT: how many have you got now ?	*CHI: you get it out .
12132,*MOT: that sounded like a frog ?	*CHI: to be quiet .,*MOT: that sounded like a frog ?	*CHI: all done now .
12133,*MOT: oh that was a close one too !	*CHI: I'll spin his head .,*MOT: oh that was a close one too !	*CHI: I can't find it .
12134,*MOT: he's so cute !	*CHI: when I when I did like this he does look at me .,*MOT: he's so cute !	*CHI: when can I have my piece of toast with butter on it ?
12135,*MOT: look at his little hands .	*CHI: I see them !,*MOT: look at his little hands .	*CHI: ups a daisy .
12136,*MOT: you could feel it couldn't you ?	*CHI: no last time later .,*MOT: you could feel it couldn't you ?	*CHI: no they're yours .
12137,*MOT: what could this be back here ?	*CHI: let me see .,*MOT: what could this be back here ?	*CHI: do not know .
12138,*MOT: oh what's it doing ?	*CHI: I don't know .,*MOT: oh what's it doing ?	*CHI: well get me down .
12139,*MOT: I don't know .	*CHI: oh look there's lots of yuckies in that !,*MOT: I don't know .	*CHI: Babar is riding happy on his mother's back .
12140,*MOT: did he move ?	*CHI: um I don't .,*MOT: did he move ?	*CHI: what does it say ?
12141,*MOT: I don't know !	*CHI: let me see .,*MOT: I don't know !	*CHI: that a cough .
12142,*MOT: I have no idea .	*CHI: is it a flashlight ?,*MOT: I have no idea .	*CHI: that's your bag .
12143,*MOT: how's it doing that ?	*CHI: I don't know .,*MOT: how's it doing that ?	*CHI: could I get through ?
12144,*MOT: is it heavy ?	*CHI: I think so .,*MOT: is it heavy ?	*CHI: you blow it .
12145,*MOT: what color are those lights ?	*CHI: green and blue and yellow .,*MOT: what color are those lights ?	*CHI: they don't have aeroplanes !
12146,*MOT: what kind of car is that ?	*CHI: I don't know .,*MOT: what kind of car is that ?	*CHI: that's a letter .
12147,*MOT: what number's on there ?	*CHI: I don't know .,*MOT: what number's on there ?	*CHI: at Jwww's house .
12148,*MOT: it's a one and an eight goof ball !	*CHI: let's do the let's drive the car around here .,*MOT: it's a one and an eight goof ball !	*CHI: mommy do you mind if I go out dancing with him ?
12149,*MOT: you pretend you're in it !	*CHI: but I can't fit .,*MOT: you pretend you're in it !	*CHI: how did it do that ?
12150,*MOT: you're very funny Firstname .	*CHI: there's a there's a door !,*MOT: you're very funny Firstname .	*CHI: I want to stir it right now .
12151,*MOT: let's go and play somewhere .	*CHI: x you turn it off ?,"*MOT: let's go and play somewhere .	*CHI: me no naughty , no ."
12152,*MOT: do you want to play with this ?	*CHI: catch a train .,*MOT: do you want to play with this ?	*CHI: what is this ?
12153,"*MOT: in the boy's room ?	*CHI: catch , Mummy !",*MOT: in the boy's room ?	*CHI: do eat it .
12154,*MOT: whose baby is this ?	*CHI: it's called Annabelle .,*MOT: whose baby is this ?	*CHI: I thought that was chicken .
12155,*MOT: is he jumping ?	*CHI: that's not very nice .,*MOT: is he jumping ?	*CHI: where's the storybook ?
12156,"*MOT: aren't you , Helen ?	*CHI: she's going to wash her face .","*MOT: aren't you , Helen ?	*CHI: I want to watch Maisey ."
12157,*MOT: what's the matter ?	*CHI: she doesn't want to play with her friends now .,*MOT: what's the matter ?	*CHI: well wait I did I did I did I did .
12158,*MOT: they've all got pieces missing .	*CHI: is it those ones ?,*MOT: they've all got pieces missing .	*CHI: I don't know .
12159,*MOT: does Helen like Maisie mouse ?	*CHI: that one go with that one .,*MOT: does Helen like Maisie mouse ?	*CHI: I don't like anything else .
12160,*MOT: are you her friend ?	*CHI: she don't like milk .,*MOT: are you her friend ?	*CHI: bot bot Fraser shoes on .
12161,*MOT: have you got her breakfast ?	*CHI: she wants me .,*MOT: have you got her breakfast ?	*CHI: a more Po .
12162,*MOT: just for Helen ?	*CHI: he don't like coffee .,*MOT: just for Helen ?	*CHI: I can't make them .
12163,"*MOT: what did you say , darling ?	*CHI: I'm having water .","*MOT: what did you say , darling ?	*CHI: I don't know ."
12164,"*MOT: yes , darling ?	*CHI: go on the bed .","*MOT: yes , darling ?	*CHI: are you starving ?"
12165,*MOT: what color are those ?	*CHI: he can walk .,*MOT: what color are those ?	*CHI: this is beach .
12166,*MOT: you love bubbles don't you ?	*CHI: let's put the purse on him .,*MOT: you love bubbles don't you ?	*CHI: a small one and a big one ?
12167,*MOT: what is this ?	*CHI: it a chicken .,*MOT: what is this ?	*CHI: two red ones .
12168,*MOT: maybe they have a timer or something .	*CHI: what's that noise ?,*MOT: maybe they have a timer or something .	*CHI: and the other one ?
12169,*MOT: and look at this .	*CHI: what are these ?,*MOT: and look at this .	*CHI: that better now .
12170,*MOT: what is this ?	*CHI: a cow too .,*MOT: what is this ?	*CHI: is Joanna awake ?
12171,*MOT: he sure is .	*CHI: what's that noise ?,*MOT: he sure is .	*CHI: zero don't know .
12172,*MOT: you're going to bed ?	*CHI: all dark here .,*MOT: you're going to bed ?	*CHI: the red one .
12173,*MOT: flap flap that's right .	*CHI: where's the bat ?,*MOT: flap flap that's right .	*CHI: it's his Daddy ?
12174,*MOT: where is it ?	*CHI: in the box .,*MOT: where is it ?	*CHI: go to zoo .
12175,*MOT: where's La La ?	*CHI: in her bed .,*MOT: where's La La ?	*CHI: what I did ?
12176,*MOT: is there a crocodile there ?	*CHI: oh all gone .,*MOT: is there a crocodile there ?	*CHI: in your book .
12177,*MOT: do you want an Action Man ?	*CHI: oh no happen .,*MOT: do you want an Action Man ?	*CHI: to that thing .
12178,*MOT: leave it alone ?	*CHI: Fi Fy Fo .,*MOT: leave it alone ?	*CHI: well I don't .
12179,*MOT: in the book ?	*CHI: I read that .,*MOT: in the book ?	*CHI: goes in there .
12180,*MOT: are they behind you ?	*CHI: here's the shoes .,*MOT: are they behind you ?	*CHI: I can do it .
12181,*MOT: can you figure it out ?	*CHI: this is a nose .,*MOT: can you figure it out ?	*CHI: and that color red .
12182,*MOT: can Carl do that ?	*CHI: and his whistle .,*MOT: can Carl do that ?	*CHI: shall we do .
12183,*MOT: now what does he need ?	*CHI: and a face .,*MOT: now what does he need ?	*CHI: on the sidewalk .
12184,*MOT: have you finished ?	*CHI: I want some more .,*MOT: have you finished ?	*CHI: where are you going ?
12185,"*MOT: you made a mess with these this morning , haven't you ?	*CHI: I got it .","*MOT: you made a mess with these this morning , haven't you ?	*CHI: mommy got it ."
12186,*MOT: what are baby doggys called ?	*CHI: a Mummy doggy .,*MOT: what are baby doggys called ?	*CHI: ham and cheese ?
12187,"*MOT: I can go to the shop now , can't I ?	*CHI: thank you Mummy .","*MOT: I can go to the shop now , can't I ?	*CHI: and what this ?"
12188,*MOT: what're we going to do now ?	*CHI: there the kittens .,"*MOT: what're we going to do now ?	*CHI: , little bear ."
12189,*MOT: what animal's that ?	*CHI: a Mummy sheep .,*MOT: what animal's that ?	*CHI: now all better .
12190,*MOT: is that its babys ?	*CHI: can't fix it .,*MOT: is that its babys ?	*CHI: I need a wee .
12191,*MOT: do you want mummie to get you a bag so you can go shopping ?	*CHI: that for Tiggy .,*MOT: do you want mummie to get you a bag so you can go shopping ?	*CHI: you pick it up .
12192,*MOT: oh he's gone to sleep .	*CHI: you want this blue one cat ?,*MOT: oh he's gone to sleep .	*CHI: this is my traintrack .
12193,"*MOT: he's tired now , isn't he ?	*CHI: drink it all up .","*MOT: he's tired now , isn't he ?	*CHI: what are you doing ?"
12194,*MOT: you know who that you knew what is that ?	*CHI: a a po .,*MOT: you know who that you knew what is that ?	*CHI: look at that .
12195,*MOT: the clothes ran out of the room .	*CHI: and this too ?,*MOT: the clothes ran out of the room .	*CHI: let them go .
12196,*MOT: hairbrush to brush your hair ?	*CHI: that I already .,*MOT: hairbrush to brush your hair ?	*CHI: he like peas .
12197,"*MOT: why's your bedroom always a mess , Helen ?	*CHI: I don't know .","*MOT: why's your bedroom always a mess , Helen ?	*CHI: do you like them ?"
12198,*MOT: that's amazing that !	*CHI: she's climbing up ya .,*MOT: that's amazing that !	*CHI: I can't do that .
12199,*MOT: so whose names are you writing in ?	*CHI: I'm not going to tell ya .,*MOT: so whose names are you writing in ?	*CHI: huh I can wear I want this .
12200,*MOT: why does it sleep on a baby cow ?	*CHI: I don't know .,*MOT: why does it sleep on a baby cow ?	*CHI: to the science museum .
12201,*MOT: are you still looking through those ones or do you want to look at some different ones ?	*CHI: I pressed it .,*MOT: are you still looking through those ones or do you want to look at some different ones ?	*CHI: look at that .
12202,*MOT: are you sure ?	*CHI: yeah because one of my friends in school .,*MOT: are you sure ?	*CHI: I'm calling the guy who's bad .
12203,*MOT: I'll ask him if it's okay .	*CHI: I want to write something !,*MOT: I'll ask him if it's okay .	*CHI: shall I do it again ?
12204,*MOT: what's the difference ?	*CHI: crocodiles are green .,"*MOT: what's the difference ?	*CHI: , well what ."
12205,*MOT: why do we need milk and cream ?	*CHI: you put it in your .,*MOT: why do we need milk and cream ?	*CHI: it's night time now .
12206,*MOT: what is it ?	*CHI: carrot cake like we said .,*MOT: what is it ?	*CHI: you find more for me .
12207,*MOT: does it matter what plate I have ?	*CHI: oh my god !,*MOT: does it matter what plate I have ?	*CHI: let me see .
12208,*MOT: you're supposed to eat like a young lady .	*CHI: no I'm not I'm eating !,*MOT: you're supposed to eat like a young lady .	*CHI: I can't eat your rubbish bag .
12209,*MOT: so you going to wash the dishes while I finish my coffee ?	*CHI: wait until you're finished .,*MOT: so you going to wash the dishes while I finish my coffee ?	*CHI: he supposed to go in .
12210,*MOT: who's that on the fence ?	*CHI: there it is .,"*MOT: who's that on the fence ?	*CHI: Mum , that ."
12211,*MOT: it's like custard .	*CHI: can I have a little taste of it ?,*MOT: it's like custard .	*CHI: do you think that's one like this .
12212,*MOT: where are you going ?	*CHI: I go to my house .,*MOT: where are you going ?	*CHI: he's driving over here .
12213,*MOT: the little what ?	*CHI: my darling who .,*MOT: the little what ?	*CHI: Mummy carry me .
12214,*MOT: what six dogs ?	*CHI: and they're allowed in the living room in the bedroom .,*MOT: what six dogs ?	*CHI: she's saying “I don't know girl” Momma .
12215,*MOT: ah that's nice of ya .	*CHI: do you want to open them ?,*MOT: ah that's nice of ya .	*CHI: you need some more lunch too .
12216,*MOT: what are you doing ?	*CHI: I'm going upstairs .,*MOT: what are you doing ?	*CHI: Nin Nin a watch .
12217,"*MOT: ladybug, where are you ?	*CHI: he didn't fell off .","*MOT: ladybug, where are you ?	*CHI: that's not a lot ."
12218,"*MOT: how many are there ?	*CHI: one, two, three .",*MOT: how many are there ?	*CHI: I got to help her .
12219,*MOT: and we're going to go see some animals .	*CHI: what's a fairie prairie farm ?,"*MOT: and we're going to go see some animals .	*CHI: I don't know , I can't see ."
12220,*MOT: will you start talking normally because you really irritate me when you do that .	*CHI: who had done a picture ?,*MOT: will you start talking normally because you really irritate me when you do that .	*CHI: Old Bear pick up this .
12221,*MOT: have you got a book ?	*CHI: I can't reach .,*MOT: have you got a book ?	*CHI: my table has gone .
12222,*MOT: because you're being horrid .	*CHI: can I play with the toys now ?,*MOT: because you're being horrid .	*CHI: hard to turn the trunk around there .
12223,"*MOT: have trouble with that one , don't you ?	*CHI: I'll go out then .","*MOT: have trouble with that one , don't you ?	*CHI: here's a yellow one ."
12224,*MOT: what color are you going to have then ?	*CHI: we just leave that one there .,*MOT: what color are you going to have then ?	*CHI: I just going to go out .
12225,"*MOT: do they go boom ?	*CHI: yeah , and , yeah .",*MOT: do they go boom ?	*CHI: one two three four squares .
12226,*MOT: which one is the ketchup one ?	*CHI: I don't know .,*MOT: which one is the ketchup one ?	*CHI: oh dear choc choc .
12227,"*MOT: what else can you draw ?	*CHI: the picture , maybe .",*MOT: what else can you draw ?	*CHI: that's a a .
12228,"*MOT: let's see how it works .	*CHI: where's my , where's a , where's a chalk ?","*MOT: let's see how it works .	*CHI: no , no , because , because really a , a dad ."
12229,"*MOT: is it bouncing ?	*CHI: hop , ba ba ba .",*MOT: is it bouncing ?	*CHI: it's good for you .
12230,"*MOT: fuzzy , huh ?	*CHI: I going to wipe your eye .","*MOT: fuzzy , huh ?	*CHI: what's in that divider ?"
12231,*MOT: is he hiding ?	*CHI: he's taking a nap .,*MOT: is he hiding ?	*CHI: want to see another dance ?
12232,*MOT: what did you hurt ?	*CHI: my tummy and my back .,*MOT: what did you hurt ?	*CHI: on one of the things .
